Taxonomy,Phylum,Class,Order,Family,Genus,Species
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Enterobacter,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;uncultured,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Escherichia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Shigella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;metagenome,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,metagenome
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;uncultured,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Klebsiella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Type-B,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Type-B
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;Serratia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Muribacter;Muribacter,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter
Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,
Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium;uncultured,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,uncultured
Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;uncultured,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,uncultured
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma
Tenericutes;Mollicutes;Izimaplasmatales;uncultured,Tenericutes,Mollicutes,Izimaplasmatales,uncultured,,
Verrucomicrobiales;Akkermansiaceae;Akkermansia;uncultured,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured,,
Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae,
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;Adlercreutzia,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,Adlercreutzia
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;Eggerthella,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Gordonibacter,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,Gordonibacter
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter;uncultured,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Parvibacter,uncultured
Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Propionibacterium,
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;human,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,human
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;H1;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,H1,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;human,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,human
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;human,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,human
Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,uncultured
Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Chitinophagaceae,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Chitinophagaceae
Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter
Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;Spirosoma,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma
Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha;uncultured,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,uncultured
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;Flavobacteriaceae,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,Flavobacteriaceae
Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;uncultured,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;uncultured,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,uncultured
Chloroflexi;Dehalococcoidia;SAR202,Chloroflexi,Dehalococcoidia,SAR202,,,
FJ716845.1.1527Bacteria;Dependentiae;Babeliae;Babeliales;uncultured,FJ716845.1.1527Bacteria,Dependentiae,Babeliae,Babeliales,uncultured,
Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;uncultured,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,uncultured
Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Paenibacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Paenibacillus
Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus;Fructobacillus,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;Weissella,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella
Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;bacterium,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,bacterium
Firmicutes;Clostridia;Clostridiales;JTB215;uncultured,Firmicutes,Clostridia,Clostridiales,JTB215,uncultured,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;Eubacterium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,Eubacterium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerobium;Anaerobium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobium,Anaerobium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;Clostridium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Clostridium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;butyrate-producing,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,butyrate-producing
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;CAG-56;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,CAG-56,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;CAG-56;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,CAG-56,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;human,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,human
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;FD2005;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FD2005,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;FD2005;wallaby,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FD2005,wallaby
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hungatella;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;Shuttleworthia,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;[Clostridium],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,[Clostridium]
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;Lachnospiraceae,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,Lachnospiraceae
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;uncultured,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,uncultured
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;uncultured,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paeniclostridium;[Eubacterium],Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,[Eubacterium]
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Butyricicoccus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,Butyricicoccus
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,Ruminococcaceae
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;human,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,human
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium;Hydrogenoanaerobacterium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;human,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,human
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;Gemmiger,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Gemmiger
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;gut,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,gut
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;human,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,human
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;human,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,human
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;metagenome,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,metagenome
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma;Clostridium,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Clostridium
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma;Dielma,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Clostridiales,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Clostridiales
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;uncultured;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;uncultured,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,uncultured
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;gut,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,gut
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;wallaby,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,wallaby
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;uncultured;uncultured,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,uncultured,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Acetonema;Acetonema,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Acetonema,Acetonema
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;Pelosinus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pelosinus,Pelosinus
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;uncultured,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pelosinus,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa,Sporomusa
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;uncultured;uncultured,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,uncultured
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium;Methylobacterium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;Rhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Rhizobium
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;uncultured,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1,uncultured
Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;uncultured,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;uncultured,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Citrobacter,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Citrobacter
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Klebsiella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Klebsiella
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;uncultured,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kluyvera;Kluyvera,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kluyvera,Kluyvera
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kosakonia;uncultured,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kosakonia,uncultured
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Pantoea,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;Rahnella,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Rahnella
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia
Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Azospirillum,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Azospirillum
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;uncultured,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,uncultured
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Chelonobacter;Chelonobacter,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter,Chelonobacter
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;uncultured,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured
Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio;Salinivibrio,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio
AY620253.1.1200,AY620253.1.1200,,,,,
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;unidentified,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,unidentified
Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;uncultured,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,uncultured,
Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;uncultured,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured,
Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;uncultured,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,uncultured,
Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidaceae,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidaceae
Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;ML635J-40,Bacteroidetes,Bacteroidia,Bacteroidales,ML635J-40,,
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Porphyromonadaceae,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Porphyromonadaceae
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;unidentified,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,unidentified
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;gut,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,gut
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;unidentified,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,unidentified
Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Sanguibacteroides;Sanguibacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Sanguibacteroides,Sanguibacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Parabacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Parabacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;F0058;Porphyromonadaceae,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058,Porphyromonadaceae
Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;A7P-90m;bacterium,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,A7P-90m,bacterium
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Bacteroides,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Bacteroides
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unidentified,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unidentified
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Blvii28,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28,
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Bacteroidales;Rs-E47,Bacteroidetes,Bacteroidia,Bacteroidales,Rs-E47,,
Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;uncultured,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,uncultured
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Sediminicola;Sediminicola,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Sediminicola
Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium
